"Transaction_ID","Customer_ID","Name","Email","Phone","Address","City","State","Zipcode","Country","Age","Gender","Income","Customer_Segment","Date","Year","Month","Time","Total_Purchases","Amount","Total_Amount","Product_Category","Product_Brand","Product_Type","Feedback","Shipping_Method","Payment_Method","Order_Status","Ratings","products"
8493213,19136,"Jonathan Eaton","Mark38@gmail.com",2996714102,"9772 Sosa Coves","Portsmouth","England",59280,"UK",64,"Female","Low","Regular","7/20/2023",2023,"July","23:06:51",4,90.98186975,363.927479,"Home Decor","Home Depot","Tools","Average","Standard","Credit Card","Shipped",2,"Screwdriver set"
1609659,66883,"Brianna Oconnor","David47@gmail.com",9398168800,"95471 Jerry Hollow Suite 034","Portsmouth","England",91253,"UK",31,"Female","Medium","Regular","6/21/2023",2023,"June","13:09:58",1,364.8305669,364.8305669,"Books","Random House","Non-Fiction","Average","Standard","Credit Card","Pending",2,"Science"
2846832,31930,"Kristine Williams","Charles29@gmail.com",1822767586,"60629 Jones Villages","Portsmouth","England",38173,"UK",56,"Female","Medium","Regular","1/2/2024",2024,"January","0:00:47",10,161.879361,1618.79361,"Grocery","Coca-Cola","Water","Bad","Standard","PayPal","Delivered",1,"Bottled water"
3217461,74671,"Felicia Brown","Laura72@gmail.com",8869644441,"381 Richard Plaza","Portsmouth","England",32061,"UK",53,"Female","Medium","Regular","5/7/2023",2023,"May","18:49:35",9,350.8170158,3157.353142,"Grocery","Nestle","Snacks","Excellent","Express","PayPal","Delivered",4,"Fruit snacks"
2401331,98300,"Andrew Guzman","Eric76@gmail.com",2923044936,"470 Rodriguez Estate Suite 564","Portsmouth","England",5259,"UK",32,"Female","High","Regular","11/18/2023",2023,"November","23:41:05",6,297.7260391,1786.356235,"Clothing","Adidas","T-shirt","Bad","Same-Day","Cash","Shipped",1,"V-neck tee"
4969987,64995,"Justin Lara","Jacob26@gmail.com",2683281702,"3577 Cole Stream Apt. 351","Portsmouth","England",9845,"UK",43,"Male","Medium","Regular","6/15/2023",2023,"June","23:24:22",3,23.72390122,71.17170367,"Books","Random House","Literature","Bad","Express","Credit Card","Pending",1,"Drama"
6681000,69939,"Jessica Harrison","Anne45@gmail.com",2540232555,"93806 Murphy Avenue Apt. 919","Portsmouth","England",84007,"UK",69,"Male","Low","Regular","7/1/2023",2023,"July","11:12:02",10,14.72716425,147.2716425,"Grocery","Pepsi","Water","Average","Same-Day","Debit Card","Shipped",2,"Flavored water"
2430572,71803,"Alicia Knight","Jennifer1@gmail.com",6262218202,"9856 Meyers Road Apt. 698","Portsmouth","England",91967,"UK",19,"Female","High","Regular","4/14/2023",2023,"April","5:50:55",3,139.786855,419.3605651,"Electronics","Apple","Tablet","Good","Express","Cash","Shipped",3,"Samsung Galaxy Tab"
7728099,78376,"Ronald Chen","Nicole72@gmail.com",1796133281,"6048 Charles Lake","Portsmouth","England",82975,"UK",49,"Male","Low","Regular","2/7/2024",2024,"February","18:29:59",1,210.1379188,210.1379188,"Grocery","Coca-Cola","Juice","Bad","Express","Credit Card","Shipped",1,"Orange juice"
3489336,40654,"Sara Rogers","Jeff99@gmail.com",2687947826,"6048 Charles Knoll Suite 755","Portsmouth","England",3035,"UK",69,"Male","Low","Regular","10/24/2023",2023,"October","13:01:04",2,469.6596392,939.3192783,"Home Decor","IKEA","Furniture","Average","Standard","Cash","Shipped",2,"Bookshelf"
6925572,42165,"Daniel Hutchinson","Oscar54@gmail.com",9604443902,"37402 Williams Stream Apt. 779","Portsmouth","England",29119,"UK",46,"Male","Low","Regular","3/21/2023",2023,"March","11:51:41",6,420.8750298,2525.250179,"Grocery","Nestle","Coffee","Average","Same-Day","PayPal","Processing",2,"Affogato"
8871554,63914,"Joshua Noble","Diana25@gmail.com",5383491869,"7467 Henry Port","Portsmouth","England",16385,"UK",61,"Male","High","Regular","8/6/2023",2023,"August","5:13:31",4,200.2871282,801.1485128,"Books","HarperCollins","Non-Fiction","Average","Standard","PayPal","Processing",2,"Business"
9476855,42410,"Anthony Rodriguez","Paula49@gmail.com",3745118170,"585 Malik Lodge Suite 186","Portsmouth","England",83903,"UK",21,"Female","Low","Regular","2/3/2024",2024,"February","6:22:00",6,34.12426631,204.7455979,"Books","Penguin Books","Non-Fiction","Average","Same-Day","PayPal","Processing",2,"Self-help"
9338306,48869,"Ashley Watson","Christine23@gmail.com",3296155904,"6088 Sandra Streets Suite 952","Portsmouth","England",38435,"UK",41,"Female","Low","Regular","5/31/2023",2023,"May","9:15:44",8,436.6079091,3492.863273,"Home Decor","Bed Bath & Beyond","Bathroom","Good","Standard","PayPal","Pending",3,"Sink"
9070447,99870,"Timothy Benton","Thomas4@gmail.com",4754633123,"424 Patton Parkways Apt. 545","Portsmouth","England",2916,"UK",38,"Male","Medium","Regular","2/27/2024",2024,"February","13:51:11",2,285.2983297,570.5966593,"Grocery","Coca-Cola","Juice","Bad","Same-Day","PayPal","Processing",1,"Grape juice"
9082305,47037,"Mike Christensen","Olivia95@gmail.com",3605880512,"753 Rachel Lodge Apt. 514","Portsmouth","England",92862,"UK",59,"Male","High","Regular","4/20/2023",2023,"April","4:45:57",6,75.20993501,451.25961,"Home Decor","Bed Bath & Beyond","Kitchen","Bad","Standard","Debit Card","Pending",1,"Stove"
4725198,28381,"Kimberly Evans","Claire78@gmail.com",8215497648,"2445 Clayton Spur","Portsmouth","England",30007,"UK",20,"Male","High","Regular","6/3/2023",2023,"June","4:57:04",1,173.5707379,173.5707379,"Electronics","Samsung","Smartphone","Good","Express","PayPal","Shipped",3,"Huawei P"
5230876,23097,"Michael Cole","Rachel75@gmail.com",6487484685,"0777 Rebecca Junctions Apt. 015","Portsmouth","England",14668,"UK",67,"Male","Low","Regular","1/7/2024",2024,"January","17:33:45",5,471.482132,2357.41066,"Electronics","Apple","Tablet","Bad","Same-Day","Credit Card","Shipped",1,"Amazon Fire Tablet"
2459574,42540,"Robin Jackson","James3@gmail.com",4258351481,"8306 Daniel Parkways Suite 768","Portsmouth","England",62300,"UK",43,"Male","Medium","Regular","4/22/2023",2023,"April","9:17:29",8,333.8596639,2670.877311,"Home Decor","Home Depot","Decorations","Excellent","Standard","Cash","Delivered",5,"Curtains"
2873384,55388,"Yolanda Martin","Emily94@gmail.com",2450716315,"62142 Karen Motorway Apt. 324","Portsmouth","England",63093,"UK",50,"Male","Medium","Regular","6/21/2023",2023,"June","16:42:37",6,240.2281886,1441.369132,"Grocery","Coca-Cola","Juice","Good","Standard","Cash","Pending",3,"Pomegranate juice"
3413296,98256,"Steven Boyd","Sheryl18@gmail.com",5248581519,"1719 Christina Heights Apt. 614","Portsmouth","England",43602,"UK",26,"Female","Low","Regular","2/6/2024",2024,"February","1:59:20",3,159.8041933,479.4125799,"Clothing","Adidas","Shoes","Good","Same-Day","Debit Card","Pending",3,"Running shoes"
6408692,90935,"Raymond Avila","Christopher4@gmail.com",4298839653,"374 Snyder Forges","Portsmouth","England",94428,"UK",56,"Female","Low","Regular","11/26/2023",2023,"November","6:43:16",2,147.0982341,294.1964683,"Books","HarperCollins","Thriller","Good","Standard","Debit Card","Processing",3,"Political thriller"
8973612,65701,"Christopher Lopez","Derrick51@gmail.com",9286274243,"57136 Martha Common Apt. 654","Portsmouth","England",11531,"UK",66,"Male","Medium","Regular","5/22/2023",2023,"May","11:24:20",7,344.6791851,2412.754296,"Home Decor","IKEA","Decorations","Excellent","Same-Day","Debit Card","Processing",5,"Curtains"
5404187,23713,"Brent Gonzalez","Steven94@gmail.com",4886316564,"881 Beth Branch","Portsmouth","England",55997,"UK",31,"Male","Low","Regular","6/29/2023",2023,"June","11:35:43",4,243.6402763,974.5611052,"Electronics","Samsung","Smartphone","Average","Express","Cash","Pending",2,"Google Pixel"
4208526,66911,"Anne Dominguez","Christian61@gmail.com",9654611085,"704 Steven Falls","Portsmouth","England",71994,"UK",24,"Female","Low","Regular","12/16/2023",2023,"December","4:00:08",2,333.7044331,667.4088663,"Grocery","Nestle","Chocolate","Excellent","Same-Day","Credit Card","Pending",4,"Chocolate mousse"
1505270,38517,"Todd Jackson","Daniel66@gmail.com",6019608363,"85473 Palmer Island Suite 041","Portsmouth","England",43394,"UK",54,"Male","Low","Regular","4/10/2023",2023,"April","6:50:20",3,322.1477142,966.4431427,"Home Decor","IKEA","Decorations","Good","Same-Day","PayPal","Delivered",4,"Vases"
8783109,65305,"Jonathan Jenkins","Christina19@gmail.com",8524180606,"890 Brooks Pine","Portsmouth","England",68300,"UK",19,"Male","High","Regular","12/12/2023",2023,"December","17:48:31",5,195.551403,977.7570148,"Clothing","Zara","Shirt","Good","Express","Credit Card","Pending",4,"Henley shirt"
4579663,31767,"Brittany Ross","Lindsey16@gmail.com",3325233576,"61440 Andrew Spurs","Portsmouth","England",15127,"UK",28,"Male","High","Regular","2/16/2024",2024,"February","20:44:42",9,161.3873342,1452.486008,"Books","Penguin Books","Children's","Excellent","Standard","Cash","Pending",4,"Toys"
5992046,30637,"Mike Orozco","Kimberly48@gmail.com",8321157649,"8887 Alexander Avenue Apt. 947","Portsmouth","England",79514,"UK",34,"Female","High","Regular","2/8/2024",2024,"February","12:07:52",7,44.33018431,310.3112902,"Grocery","Pepsi","Soft Drink","Good","Express","PayPal","Processing",4,"Iced tea"
2458233,96840,"Susan Thomas","Bonnie80@gmail.com",9540868010,"48415 Ferguson Passage","Portsmouth","England",85074,"UK",65,"Male","Low","Regular","10/29/2023",2023,"October","13:43:05",8,28.82551058,230.6040847,"Clothing","Adidas","Shoes","Excellent","Same-Day","Credit Card","Pending",4,"Running shoes"
2055036,25848,"Emma Palmer","Lisa7@gmail.com",8200797318,"416 Angel Manors","Portsmouth","England",42516,"UK",40,"Male","High","Regular","2/21/2024",2024,"February","22:28:09",10,20.52853677,205.2853677,"Grocery","Coca-Cola","Juice","Excellent","Same-Day","PayPal","Pending",4,"Apple juice"
4923734,91172,"Amanda Decker","Heather92@gmail.com",8187509611,"569 James Heights Suite 460","Portsmouth","England",89908,"UK",64,"Female","High","Regular","3/17/2023",2023,"March","8:03:15",3,227.4255488,682.2766465,"Books","Random House","Literature","Good","Same-Day","Debit Card","Pending",4,"Drama"
3902930,77572,"Jose Spencer","Amber67@gmail.com",8282194753,"02936 Roy Village","Portsmouth","England",98771,"UK",68,"Female","High","Regular","10/6/2023",2023,"October","4:59:02",6,334.1656983,2004.99419,"Electronics","Apple","Laptop","Bad","Same-Day","Debit Card","Shipped",1,"Microsoft Surface Laptop"
9885863,46361,"Priscilla Wiggins","Patricia51@gmail.com",3936281494,"0430 Moody Divide Suite 144","Portsmouth","England",35203,"UK",46,"Male","High","Regular","11/5/2023",2023,"November","17:38:05",2,141.2143655,282.4287309,"Home Decor","IKEA","Furniture","Excellent","Same-Day","PayPal","Processing",5,"Desk"
3239367,62464,"Michele Johnson","Melissa70@gmail.com",1946509510,"622 Diana Circle Suite 748","Portsmouth","England",15160,"UK",58,"Female","High","Regular","12/14/2023",2023,"December","20:24:39",3,312.9765727,938.929718,"Clothing","Zara","Dress","Average","Standard","Cash","Delivered",2,"Bodycon dress"
6047927,74096,"Robert Warren","Hannah73@gmail.com",1223810454,"489 Kerr Island","Portsmouth","England",12030,"UK",36,"Male","Low","Regular","6/19/2023",2023,"June","11:40:40",1,399.7871224,399.7871224,"Electronics","Sony","Headphones","Good","Express","Credit Card","Pending",4,"Sports headphones"
1089259,21399,"Mario Smith","Joshua69@gmail.com",2206920632,"192 Kimberly Shoals Apt. 984","Portsmouth","England",85340,"UK",57,"Male","High","Regular","3/16/2023",2023,"March","1:42:10",7,315.6288671,2209.40207,"Home Decor","IKEA","Lighting","Excellent","Express","Cash","Pending",5,"Pendant lights"
6353946,39757,"Lauren Hayes","Haley88@gmail.com",5845365608,"726 Eaton Squares","Portsmouth","England",58226,"UK",27,"Female","Medium","Regular","7/16/2023",2023,"July","17:20:37",8,93.00421884,744.0337507,"Home Decor","Home Depot","Decorations","Good","Same-Day","Credit Card","Processing",3,"Clocks"
8796466,90189,"Maria Tucker","Amber14@gmail.com",1967923713,"34455 Foster Coves","Portsmouth","England",44399,"UK",35,"Female","Medium","Regular","4/19/2023",2023,"April","2:13:39",7,346.7195926,2427.037148,"Home Decor","Bed Bath & Beyond","Bedding","Bad","Standard","Credit Card","Delivered",1,"Comforter"
2545225,86575,"Derek Green","Sara74@gmail.com",8380306730,"33744 April Lock","Portsmouth","England",14086,"UK",57,"Female","Medium","Regular","9/10/2023",2023,"September","19:22:43",6,106.506742,639.040452,"Clothing","Adidas","Jacket","Average","Standard","Credit Card","Pending",2,"Peacoat"
9051490,19303,"Rachel Hobbs","Daniel23@gmail.com",4797743217,"02019 Meyers Ranch Apt. 226","Portsmouth","England",30346,"UK",36,"Male","Low","Regular","3/15/2023",2023,"March","1:07:58",2,230.8758523,461.7517047,"Home Decor","Home Depot","Furniture","Bad","Standard","PayPal","Processing",1,"Bed"
4580441,12911,"Chelsea Cummings","Daniel55@gmail.com",9050662623,"336 Sara Run","Portsmouth","England",27283,"UK",69,"Male","High","Regular","11/11/2023",2023,"November","15:38:31",3,394.6062656,1183.818797,"Grocery","Nestle","Chocolate","Excellent","Express","PayPal","Processing",5,"White chocolate"
9786592,71257,"Bryan Edwards","Gregory3@gmail.com",8840187601,"816 Annette Shoals Suite 901","Portsmouth","England",94747,"UK",59,"Male","High","Regular","7/25/2023",2023,"July","20:29:30",2,281.6001693,563.2003387,"Electronics","Samsung","Television","Average","Standard","PayPal","Delivered",2,"Android TV"
6315151,75456,"Christopher Burgess","Tonya57@gmail.com",7162191577,"707 Michael View","Portsmouth","England",87547,"UK",38,"Female","High","Regular","10/3/2023",2023,"October","4:34:26",4,303.7898645,1215.159458,"Electronics","Sony","Headphones","Bad","Express","Cash","Delivered",1,"Studio headphones"
6857160,50574,"James Church","Andrew57@gmail.com",8003867018,"7645 Stewart Mountains","Portsmouth","England",52548,"UK",46,"Male","Low","Regular","10/17/2023",2023,"October","6:40:06",4,129.7569724,519.0278895,"Clothing","Nike","Shoes","Bad","Same-Day","Debit Card","Shipped",1,"Sneakers"
8523222,81200,"Tony Moon","Brandon73@gmail.com",2088509822,"28526 Sanders Spurs","Portsmouth","England",15193,"UK",24,"Male","Medium","Regular","6/27/2023",2023,"June","11:30:53",4,257.5869724,1030.34789,"Electronics","Sony","Headphones","Good","Same-Day","Cash","Processing",4,"Studio headphones"
6921233,21381,"Stanley Quinn","April67@gmail.com",5514223595,"0517 Bernard Forges","Portsmouth","England",36935,"UK",67,"Male","Medium","Regular","11/26/2023",2023,"November","16:09:33",10,387.5534458,3875.534458,"Home Decor","Home Depot","Decorations","Average","Same-Day","Debit Card","Shipped",2,"Sculptures"
9658399,71121,"Heather Sloan","Taylor13@gmail.com",6417356036,"55047 Ashley Common Apt. 748","Portsmouth","England",60085,"UK",54,"Female","High","Regular","2/18/2024",2024,"February","11:46:09",10,97.99678856,979.9678856,"Grocery","Pepsi","Soft Drink","Bad","Same-Day","Cash","Shipped",1,"Cream soda"
3121715,64722,"Richard Morales","Elizabeth40@gmail.com",3731576483,"55900 Cassandra Hollow","Portsmouth","England",56647,"UK",68,"Male","Medium","Regular","2/22/2024",2024,"February","19:13:49",9,291.8812732,2626.931459,"Books","Random House","Literature","Average","Express","Credit Card","Shipped",2,"Drama"
4021565,59819,"Christina Snow","Wendy95@gmail.com",1467710063,"01292 Austin Valleys","Portsmouth","England",28089,"UK",29,"Male","Medium","Regular","10/8/2023",2023,"October","5:45:56",9,474.8269416,4273.442474,"Books","Random House","Non-Fiction","Average","Standard","PayPal","Shipped",2,"History"
4058513,57742,"Lisa Tyler","John63@gmail.com",8205826469,"4289 Reed Shoal Suite 250","Portsmouth","England",27018,"UK",26,"Male","Low","Regular","10/11/2023",2023,"October","7:56:37",9,93.0621505,837.5593545,"Home Decor","Bed Bath & Beyond","Kitchen","Average","Same-Day","Cash","Delivered",2,"Stove"
8670923,80071,"Patricia Reese","Stephanie24@gmail.com",7797823025,"2246 Lindsey Plains","Portsmouth","England",17549,"UK",41,"Female","Low","Regular","9/17/2023",2023,"September","1:25:11",6,71.19155079,427.1493047,"Home Decor","Home Depot","Tools","Average","Standard","Debit Card","Pending",2,"Pliers"
4427458,97683,"Dr. Chad Lindsey","Kelsey82@gmail.com",6566997489,"21033 Derrick Motorway","Portsmouth","England",57256,"UK",31,"Female","Low","Regular","11/4/2023",2023,"November","14:44:24",3,85.15693246,255.4707974,"Clothing","Nike","Shoes","Average","Same-Day","Cash","Delivered",2,"Oxfords"
5532127,51980,"Victoria Short","Jessica97@gmail.com",7387148594,"461 Jefferson Avenue Suite 363","Portsmouth","England",26528,"UK",34,"Female","High","Regular","6/20/2023",2023,"June","0:17:23",9,306.5457321,2758.911589,"Books","Random House","Literature","Average","Standard","Cash","Shipped",2,"Short stories"
6761027,11397,"Tracy Baxter","Richard53@gmail.com",2810644301,"88150 Brittany Stravenue","Portsmouth","England",49782,"UK",29,"Female","Low","Regular","8/31/2023",2023,"August","0:34:27",2,405.4487158,810.8974316,"Home Decor","Home Depot","Furniture","Good","Standard","PayPal","Processing",4,"Dining table"
9202969,35966,"Jennifer Wright","Michael69@gmail.com",4332303526,"9729 Krista Highway","Portsmouth","England",41418,"UK",69,"Male","Low","Regular","2/20/2024",2024,"February","7:34:49",4,187.0926026,748.3704105,"Books","HarperCollins","Non-Fiction","Bad","Express","Cash","Delivered",1,"Cooking"
5161746,95925,"Jesus Cole","Margaret59@gmail.com",5224669316,"100 Jasmine Summit Apt. 567","Portsmouth","England",56239,"UK",58,"Male","Medium","Regular","3/12/2023",2023,"March","8:31:15",10,313.4881143,3134.881143,"Electronics","Sony","Headphones","Average","Same-Day","Credit Card","Processing",2,"Sports headphones"
4154386,56726,"Scott Sampson II","Zachary50@gmail.com",2852994101,"898 Waters Cliff","Portsmouth","England",50405,"UK",38,"Male","Medium","Regular","7/23/2023",2023,"July","19:14:52",4,148.7134709,594.8538835,"Home Decor","IKEA","Decorations","Good","Same-Day","PayPal","Pending",3,"Wall art"
7509621,87729,"Karen Short","Dominique52@gmail.com",6706684033,"751 Larry Greens","Portsmouth","England",70189,"UK",25,"Female","Medium","Regular","12/12/2023",2023,"December","3:55:19",4,245.1867334,980.7469337,"Clothing","Zara","Shirt","Good","Standard","Credit Card","Delivered",4,"Dress shirt"
7734668,49952,"Joseph Pearson","Brianna8@gmail.com",4766173039,"9460 Kimberly Vista","Portsmouth","England",64919,"UK",26,"Female","Medium","Regular","5/6/2023",2023,"May","3:42:45",10,59.2618184,592.618184,"Books","Random House","Non-Fiction","Bad","Same-Day","Debit Card","Pending",1,"Memoir"
9845803,79052,"Richard Hodge","Melissa21@gmail.com",3805088849,"41769 Brandt Vista","Portsmouth","England",95213,"UK",57,"Female","High","Regular","11/14/2023",2023,"November","18:12:57",7,139.8812925,979.1690474,"Grocery","Coca-Cola","Soft Drink","Excellent","Standard","Cash","Shipped",4,"Cream soda"
9634627,90837,"Charles Rogers","Anthony26@gmail.com",2188816563,"49972 Melissa Forges Suite 616","Portsmouth","England",37307,"UK",70,"Male","Low","Regular","2/6/2024",2024,"February","5:31:02",8,436.749375,3493.995,"Electronics","Samsung","Tablet","Average","Express","PayPal","Delivered",2,"Amazon Fire Tablet"
9534452,20500,"Matthew Hicks","Kara43@gmail.com",1568421682,"51720 Rachael Spurs Suite 283","Portsmouth","England",94447,"UK",61,"Female","Medium","Regular","6/6/2023",2023,"June","8:43:39",4,201.9537348,807.8149392,"Clothing","Zara","Dress","Average","Standard","PayPal","Processing",2,"Maxi dress"
6126111,63629,"Mary Lawson","Kelly99@gmail.com",2830391284,"63515 Ross Corner Apt. 945","Portsmouth","England",41990,"UK",37,"Female","Low","Regular","3/23/2023",2023,"March","11:59:32",9,202.6093011,1823.48371,"Electronics","Apple","Laptop","Bad","Same-Day","Credit Card","Shipped",1,"LG Gram"
9510333,71053,"Suzanne Thompson","Erica91@gmail.com",5138785707,"35786 Bolton Tunnel Suite 882","Portsmouth","England",31948,"UK",34,"Female","Medium","Regular","4/8/2023",2023,"April","9:21:09",7,405.9901115,2841.930781,"Home Decor","Bed Bath & Beyond","Kitchen","Excellent","Express","Cash","Processing",5,"Dishwasher"
7478681,73823,"Sarah Chase","Amber47@gmail.com",9335433668,"324 Jason Station Apt. 372","Portsmouth","England",33334,"UK",19,"Female","Medium","Regular","11/23/2023",2023,"November","22:16:03",1,249.6148342,249.6148342,"Grocery","Pepsi","Juice","Excellent","Same-Day","Credit Card","Delivered",5,"Cranberry juice"
5696111,28956,"Christopher Adams","Jason63@gmail.com",4427078263,"905 Kathryn Unions Apt. 574","Portsmouth","England",39446,"UK",43,"Female","Low","Regular","8/18/2023",2023,"August","1:30:01",3,413.762511,1241.287533,"Books","HarperCollins","Thriller","Good","Express","Debit Card","Delivered",4,"Crime"
4419654,21444,"Robert Perez","Robert89@gmail.com",8214017258,"01641 Williams Mountains Apt. 425","Portsmouth","England",42579,"UK",30,"Male","Medium","Regular","10/30/2023",2023,"October","18:07:26",4,312.4280564,1249.712226,"Home Decor","Bed Bath & Beyond","Bedding","Bad","Express","Debit Card","Shipped",1,"Pillowcase set"
4440264,68648,"Dennis Johnson","Tom90@gmail.com",3891012895,"37733 John Loop Suite 389","Portsmouth","England",56650,"UK",35,"Male","Low","Regular","3/4/2023",2023,"March","8:10:02",6,37.40545462,224.4327277,"Home Decor","Bed Bath & Beyond","Bathroom","Average","Same-Day","Credit Card","Processing",2,"Shower curtain"
9711181,50100,"Penny Harris","Sarah100@gmail.com",9213637832,"1800 Shannon Highway","Portsmouth","England",44803,"UK",54,"Female","Low","Regular","1/13/2024",2024,"January","16:41:07",3,279.5816873,838.7450619,"Electronics","Sony","Smartphone","Good","Same-Day","PayPal","Processing",4,"Samsung Galaxy"
7757654,65961,"Erik Medina","Amanda64@gmail.com",8035994598,"591 Adam Haven Suite 318","Portsmouth","England",2493,"UK",39,"Male","High","Regular","7/22/2023",2023,"July","10:36:45",8,51.51626766,412.1301413,"Electronics","Sony","Television","Average","Standard","PayPal","Processing",2,"Curved TV"
3381958,70067,"Ashley Adams","Danielle47@gmail.com",8168167767,"471 Graham Islands Suite 333","Portsmouth","England",82213,"UK",56,"Male","High","Regular","7/19/2023",2023,"July","9:22:55",8,364.5142093,2916.113675,"Electronics","Sony","Headphones","Average","Express","Cash","Processing",2,"DJ headphones"
5961798,31581,"Meredith James","Shannon57@gmail.com",3951850656,"1800 Singh Centers Apt. 560","Portsmouth","England",75941,"UK",25,"Female","Low","Regular","3/2/2023",2023,"March","0:04:24",6,72.86168263,437.1700958,"Clothing","Zara","Shirt","Good","Same-Day","Debit Card","Processing",3,"Button-down shirt"
8164996,12604,"Derek Patrick","Lori70@gmail.com",2817666105,"0851 Frazier Isle","Portsmouth","England",56265,"UK",47,"Male","Low","Regular","12/6/2023",2023,"December","11:08:06",6,159.7195966,958.3175796,"Grocery","Coca-Cola","Water","Average","Standard","Debit Card","Pending",2,"Purified water"
6573179,55594,"Tara Hawkins","Melvin34@gmail.com",7609311698,"2856 Steven Crossroad Apt. 393","Portsmouth","England",50743,"UK",41,"Male","Low","Regular","11/13/2023",2023,"November","1:04:00",6,422.3872606,2534.323563,"Clothing","Adidas","Jacket","Excellent","Express","Credit Card","Delivered",5,"Puffer jacket"
6650415,98788,"Zachary Smith","Monica62@gmail.com",4599588263,"705 Hanna Loaf Apt. 029","Portsmouth","England",70549,"UK",29,"Male","Medium","Regular","9/3/2023",2023,"September","11:03:16",10,147.8845358,1478.845358,"Books","Penguin Books","Fiction","Average","Same-Day","Credit Card","Processing",2,"Fantasy"
3101006,59411,"Daniel Thompson","Lori61@gmail.com",7504846879,"466 Sydney Turnpike Apt. 375","Portsmouth","England",2566,"UK",61,"Male","Low","Regular","11/1/2023",2023,"November","2:09:59",10,55.0574653,550.574653,"Electronics","Apple","Laptop","Average","Same-Day","Cash","Delivered",2,"Microsoft Surface Laptop"
3892971,67690,"Mark Lee","Michael54@gmail.com",9780172180,"3688 Philip Landing Apt. 762","Portsmouth","England",41316,"UK",35,"Female","Medium","Regular","4/4/2023",2023,"April","11:34:09",1,426.6513417,426.6513417,"Books","Penguin Books","Fiction","Excellent","Standard","Cash","Shipped",5,"Adventure"
